FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Predicted_Label,Max_Confidence,Label
2358.0,10476.0,950.0,4161.0,1024,1509,1344.0,1757.0,3328.0,4631.0,0.0,483.0,17.5,Syn,0.7238161210698261,Syn
2552.0,14697.0,616.0,3150.0,1402,2705,1785.0,3399.0,4377.0,8578.0,348.0,473.0,17.5,Syn,0.7596507296733008,Syn
19315.0,27787.0,6219.0,12592.0,488,212,117.0,108.0,17881.0,24260.0,21425.0,21195.0,17.5,Syn,0.647720508845766,Syn
4086.0,13648.0,0.0,1199.0,1689,2259,2184.0,2852.0,5272.0,7348.0,1985.0,1991.0,17.6,Syn,0.7471568262950512,Syn
39332.0,71798.0,0.0,3713.0,212,115,377.0,185.0,25849.0,34292.0,25166.0,25252.0,17.6,Syn,0.5786505357104204,Syn
126465.0,268714.0,7856.0,15571.0,46,145,362.0,190.0,128520.0,164172.0,57897.0,66716.0,17.6,PEuk1,0.49823103536183616,PEuk1
33834.0,79796.0,7449.0,15426.0,556,240,57.0,14.0,43170.0,54670.0,20681.0,40175.0,17.6,Syn,0.555712321784097,Syn
16096.0,42086.0,2258.0,6251.0,6299,8847,8127.0,11212.0,21781.0,29461.0,1787.0,5384.0,17.7,Syn,0.881147538761375,Syn
10143.0,14819.0,1107.0,3142.0,1807,2607,2593.0,3557.0,8526.0,11820.0,1144.0,3514.0,17.7,Syn,0.7621815925737983,Syn
9252.0,26844.0,3596.0,9174.0,276,177,203.0,107.0,14185.0,19472.0,9197.0,15198.0,17.7,Syn,0.6499911982904799,Syn
3554.0,14084.0,1685.0,4876.0,2573,4134,2913.0,4859.0,7987.0,13889.0,1359.0,3185.0,17.8,Syn,0.793576713349177,Syn
1402.0,6501.0,379.0,1204.0,305,1033,298.0,1397.0,642.0,3967.0,153.0,500.0,17.8,Syn,0.7184419901229001,Syn
171065.0,356302.0,13289.0,25886.0,494,472,437.0,209.0,130559.0,165174.0,77949.0,97240.0,17.9,PEuk2,0.8628232658302393,PEuk2
4568.0,21514.0,2669.0,8408.0,1828,3025,2509.0,4589.0,6802.0,11767.0,1108.0,2540.0,17.9,Syn,0.7798210083490665,Syn
15826.0,35826.0,6183.0,14784.0,83,136,11.0,15.0,16400.0,21446.0,5380.0,15222.0,18.0,Syn,0.6347564734968422,Syn
7264.0,12507.0,1285.0,2745.0,142,126,169.0,137.0,10057.0,8503.0,1816.0,2295.0,18.0,Syn,0.6734475557282399,Syn
4053.0,23068.0,34.0,1783.0,142,137,158.0,22.0,1405.0,7104.0,510.0,4463.0,18.0,Syn,0.6556878822686077,Syn
354629.0,616695.0,76273.0,151048.0,1312,1755,342.0,134.0,701126.0,831732.0,274102.0,365189.0,18.0,Nano1,0.9999816218539381,Nano1
5452.0,8235.0,545.0,2183.0,1131,1440,2073.0,2578.0,5767.0,7342.0,2064.0,2332.0,18.1,Syn,0.7460077420301823,Syn
3711.0,15992.0,896.0,3478.0,1807,2586,2856.0,4239.0,6673.0,9950.0,807.0,1500.0,18.1,Syn,0.7771421068461473,Syn
40259.0,95487.0,3270.0,7548.0,0,0,156.0,111.0,45179.0,61661.0,20801.0,56353.0,18.1,Syn,0.5290615666123991,Syn
36154.0,81300.0,4655.0,9751.0,151,145,0.0,32.0,38336.0,49042.0,28684.0,42438.0,18.1,Syn,0.5546747655003458,Syn
4532.0,17993.0,830.0,3071.0,1211,1570,1480.0,2073.0,5542.0,8224.0,1280.0,1946.0,18.1,Syn,0.7213248539261006,Syn
4244.0,8955.0,2293.0,4662.0,1583,2021,1984.0,2509.0,5551.0,7202.0,576.0,1515.0,18.2,Syn,0.7446599462406485,Syn
3535.0,10722.0,738.0,2090.0,1740,2873,2095.0,3782.0,5988.0,9612.0,1374.0,1205.0,18.2,Syn,0.772732330268344,Syn
33825.0,70893.0,9986.0,22358.0,500,279,357.0,165.0,32954.0,41057.0,24857.0,34874.0,18.2,Syn,0.5813826451921752,Syn
15308.0,31395.0,2420.0,5005.0,4990,6445,5629.0,7588.0,16340.0,20874.0,4097.0,4904.0,18.4,Syn,0.8315430138641007,Syn
194317.0,377646.0,6586.0,13242.0,369,382,146.0,215.0,168022.0,207004.0,119390.0,122363.0,18.5,PEuk2,0.9316005195597831,PEuk2
1931.0,6039.0,456.0,1762.0,134,52,40.0,0.0,834.0,4069.0,12508.0,23572.0,18.5,Syn,0.6796602474304861,Syn
162119.0,316552.0,18935.0,33993.0,165,259,29.0,181.0,85646.0,101271.0,53127.0,66535.0,18.5,PEuk2,0.6180231843322154,PEuk2
28055.0,45205.0,10108.0,19309.0,511,356,291.0,217.0,24930.0,30414.0,25903.0,24707.0,18.5,Syn,0.62514450057276,Syn
6784.0,14723.0,2645.0,5124.0,3475,4419,3889.0,4995.0,10137.0,13012.0,1000.0,2785.0,18.6,Syn,0.7963731038396542,Syn
220773.0,407838.0,27770.0,53093.0,524,504,213.0,143.0,131455.0,157264.0,90913.0,118065.0,18.6,PEuk2,0.9612142965666355,PEuk2
29534.0,69572.0,1409.0,2863.0,233,114,188.0,52.0,34162.0,41218.0,24429.0,36146.0,18.6,Syn,0.5749382598069709,Syn
368547.0,663346.0,317146.0,555332.0,810,878,392.0,316.0,84731.0,104288.0,57680.0,67539.0,18.7,PEuk2,0.9988358379733323,PEuk2
5175.0,18370.0,1716.0,4707.0,1837,2732,2420.0,3677.0,6765.0,9951.0,82.0,2745.0,18.8,Syn,0.7619386532904258,Syn
6816.0,12872.0,1915.0,3746.0,2190,3931,2986.0,4714.0,7606.0,12370.0,2164.0,2574.0,18.9,Syn,0.7917347896073649,Syn
2154.0,8534.0,1029.0,2805.0,325,1996,598.0,2727.0,1605.0,6929.0,301.0,435.0,18.9,Syn,0.7502186416109368,Syn
3947.0,16212.0,696.0,1983.0,1366,1962,1712.0,2573.0,5247.0,8545.0,646.0,1092.0,19.0,Syn,0.7365515130532627,Syn
19929.0,14947.0,1383.0,2143.0,2177,2478,3339.0,4265.0,9464.0,12319.0,4136.0,3881.0,19.0,Syn,0.7778585274387501,Syn
5864.0,11521.0,1165.0,3008.0,1996,2600,2739.0,3530.0,7569.0,9190.0,1679.0,3103.0,19.0,Syn,0.7659994307305725,Syn
8317.0,21146.0,6665.0,19020.0,1245,1775,2923.0,3786.0,6537.0,8713.0,480.0,2137.0,19.0,Syn,0.763065295043044,Syn
2589.0,6608.0,674.0,3453.0,109,78,222.0,125.0,2885.0,4403.0,1603.0,1829.0,19.1,Syn,0.6826834493325878,Syn
5871.0,9968.0,377.0,1564.0,10,52,386.0,169.0,2547.0,8338.0,8888.0,9479.0,19.1,Syn,0.6775482703243116,Syn
465933.0,799086.0,546054.0,1032190.0,888,1499,608.0,405.0,328212.0,376517.0,176122.0,193897.0,19.1,Nano1,0.8374423674329498,Nano1
107619.0,202698.0,22313.0,44989.0,409,430,0.0,0.0,97909.0,115879.0,49942.0,66961.0,19.1,PEuk1,0.613713693909712,PEuk1
10814.0,32287.0,2373.0,6030.0,2435,3212,3674.0,4753.0,11088.0,14550.0,2122.0,3490.0,19.1,Syn,0.7708188515976271,Syn
58270.0,134234.0,6558.0,11305.0,203,283,289.0,162.0,55381.0,70272.0,36787.0,61803.0,19.2,PEuk1,0.5271904801307091,PEuk1
2021.0,9672.0,616.0,2086.0,1626,2567,1982.0,3404.0,4465.0,7830.0,0.0,1037.0,19.2,Syn,0.7653346547021803,Syn
12507.0,28248.0,1102.0,3046.0,4729,5995,6444.0,8316.0,16450.0,20388.0,1892.0,4481.0,19.2,Syn,0.8464253694867309,Syn
8936.0,18022.0,6763.0,15561.0,1197,1707,2416.0,3157.0,7185.0,9393.0,2725.0,4324.0,19.2,Syn,0.7507451990912962,Syn
22049.0,48487.0,5709.0,10329.0,290,206,305.0,172.0,27441.0,32291.0,23930.0,28087.0,19.2,Syn,0.6159521054374363,Syn
13628.0,19888.0,12860.0,26201.0,0,69,55.0,124.0,27228.0,32659.0,25558.0,26109.0,19.3,Syn,0.6590823218255594,Syn
72944.0,145157.0,2854.0,6332.0,281,250,191.0,61.0,61089.0,72315.0,60479.0,67360.0,19.3,PEuk1,0.5476058044071784,PEuk1
5703.0,12695.0,1213.0,2671.0,683,2271,1024.0,3330.0,2778.0,8580.0,2268.0,2245.0,19.3,Syn,0.7597037479662798,Syn
10034.0,16877.0,643.0,1968.0,2758,3413,3797.0,4714.0,8396.0,10868.0,1170.0,1930.0,19.3,Syn,0.7871269552683786,Syn
33092.0,64808.0,4681.0,8267.0,550,348,194.0,101.0,37771.0,44284.0,31712.0,38666.0,19.5,Syn,0.5842415428621384,Syn
23874.0,35335.0,1580.0,2698.0,435,235,49.0,136.0,14948.0,18320.0,16552.0,17138.0,19.5,Syn,0.6377405595837883,Syn
217569.0,418951.0,34607.0,57942.0,933,648,83.0,196.0,124238.0,143853.0,92406.0,94951.0,19.5,PEuk2,0.9698234963953681,PEuk2
154118.0,283830.0,29960.0,56977.0,261,266,352.0,111.0,141507.0,162502.0,63445.0,73355.0,19.5,PEuk1,0.4527882191438899,PEuk1
346752.0,632310.0,86191.0,152174.0,2400,2161,3080.0,3725.0,215523.0,253141.0,124470.0,146909.0,19.5,PEuk2,0.964443538396538,PEuk2
17041.0,24077.0,1714.0,2699.0,3325,4064,3258.0,4063.0,10390.0,12365.0,3010.0,3520.0,19.6,Syn,0.7650554771007684,Syn
8717.0,12476.0,2391.0,5871.0,2500,2987,3348.0,4234.0,9832.0,12269.0,3479.0,5164.0,19.6,Syn,0.7810194676456951,Syn
4771.0,11503.0,518.0,1785.0,2371,3126,3466.0,4520.0,9570.0,12266.0,1608.0,3177.0,19.6,Syn,0.7878230538739542,Syn
26056.0,66969.0,6658.0,13161.0,58,11,2.0,0.0,31779.0,37895.0,13449.0,28875.0,19.7,Syn,0.5808455695463444,Syn
14185.0,23579.0,5925.0,11398.0,2778,3516,4363.0,5839.0,11282.0,14728.0,4510.0,3577.0,19.7,Syn,0.8046054053242889,Syn
54646.0,111881.0,6275.0,13993.0,255,136,247.0,176.0,57263.0,69399.0,30456.0,58791.0,19.7,Syn,0.5036324030618412,Syn
5292.0,9214.0,6361.0,13641.0,127,78,320.0,222.0,7943.0,8008.0,674.0,1262.0,19.7,Syn,0.6827345190707946,Syn
2501.0,8182.0,2912.0,10041.0,194,102,220.0,198.0,3197.0,5599.0,931.0,1699.0,19.7,Syn,0.6835837663467013,Syn
1209.0,7668.0,1338.0,16299.0,165,139,201.0,125.0,784.0,7964.0,29964.0,65063.0,19.7,Syn,0.682753203784479,Syn
937906.0,1366930.0,1438660.0,2412260.0,3835,3717,1033.0,898.0,415499.0,449902.0,228862.0,275637.0,19.7,Nano1,0.9999976767911821,Nano1
26516.0,43203.0,3635.0,6143.0,348,162,136.0,83.0,22778.0,26874.0,9609.0,19195.0,19.7,Syn,0.6220872850580031,Syn
49785.0,97451.0,2406.0,3655.0,364,234,455.0,239.0,47194.0,55993.0,30450.0,43440.0,19.8,Syn,0.5318119884659617,Syn
3245.0,16587.0,696.0,2727.0,1291,2069,1729.0,2707.0,4191.0,7007.0,247.0,322.0,19.9,Syn,0.7402078188743977,Syn
14665.0,26742.0,4157.0,7612.0,23,201,68.0,41.0,23967.0,29249.0,11126.0,21252.0,19.9,Syn,0.6442922325024988,Syn
6978.0,18143.0,1488.0,2803.0,2666,3194,3493.0,4513.0,9585.0,12129.0,1564.0,3644.0,19.9,Syn,0.7809170223039431,Syn
23060.0,49361.0,1263.0,2874.0,302,177,16.0,85.0,23876.0,28972.0,19460.0,24754.0,19.9,Syn,0.611496867221787,Syn
4518.0,15891.0,4099.0,11535.0,2563,3517,3904.0,5511.0,10565.0,15044.0,611.0,3053.0,19.9,Syn,0.8054145361084704,Syn
13969.0,34040.0,3151.0,7500.0,278,151,286.0,156.0,20061.0,22958.0,6863.0,15607.0,19.9,Syn,0.6394307927661456,Syn
3460.0,11401.0,818.0,2100.0,843,2021,1158.0,2681.0,3254.0,7457.0,1074.0,2714.0,20.0,Syn,0.7454523306442977,Syn
3601.0,12454.0,604.0,1825.0,523,1390,424.0,1592.0,1469.0,5267.0,124.0,227.0,20.0,Syn,0.7161890288210618,Syn
10688.0,13906.0,3659.0,7052.0,2791,3205,2910.0,3642.0,9480.0,11467.0,2339.0,2650.0,20.0,Syn,0.766672465824224,Syn
4819.0,10513.0,842.0,3199.0,841,1103,1189.0,1391.0,3328.0,4035.0,708.0,788.0,20.1,Syn,0.7136354819489448,Syn
28759.0,64264.0,5063.0,9173.0,146,102,140.0,104.0,33701.0,37894.0,26139.0,28268.0,20.1,Syn,0.5874822984982829,Syn
1779.0,9849.0,1062.0,3826.0,699,1360,829.0,1557.0,2325.0,4262.0,72.0,548.0,20.1,Syn,0.7192461777699993,Syn
19023.0,32764.0,13660.0,25752.0,112,155,327.0,191.0,17885.0,21061.0,9633.0,20354.0,20.2,Syn,0.6470206060302389,Syn
40937.0,72564.0,20820.0,36771.0,0,167,73.0,53.0,43932.0,51480.0,23973.0,41863.0,20.2,Syn,0.5743735336160896,Syn
4262.0,20423.0,1012.0,4872.0,943,1236,1296.0,1822.0,3509.0,5287.0,527.0,932.0,20.3,Syn,0.7124864298545309,Syn
40715.0,91107.0,8227.0,16342.0,481,267,238.0,204.0,59120.0,69269.0,31936.0,54198.0,20.3,Syn,0.5385053329951458,Syn
1891.0,10020.0,1271.0,4289.0,2660,3873,3106.0,4436.0,7921.0,11400.0,0.0,638.0,20.3,Syn,0.788991516512453,Syn
6219.0,7107.0,1189.0,1883.0,206,1596,1169.0,2448.0,2532.0,7221.0,1267.0,1137.0,20.3,Syn,0.7443172410737416,Syn
5105.0,11057.0,1038.0,3722.0,1269,1978,1656.0,2951.0,5395.0,9310.0,2519.0,3563.0,20.3,Syn,0.7521325973980678,Syn
2576.0,12059.0,142.0,2756.0,420,997,396.0,1604.0,1122.0,4400.0,430.0,635.0,20.3,Syn,0.7169523457251298,Syn
78833.0,148392.0,6533.0,9638.0,375,256,348.0,185.0,123758.0,127515.0,63924.0,62857.0,20.4,PEuk1,0.567817044810775,PEuk1
6593.0,12256.0,1460.0,4389.0,1484,1650,2116.0,2366.0,5409.0,6351.0,489.0,2154.0,20.4,Syn,0.7368758816596651,Syn
6429.0,20103.0,1529.0,3488.0,3358,4625,4562.0,6081.0,11363.0,14924.0,1179.0,2705.0,20.4,Syn,0.8127303790283477,Syn
181828.0,317453.0,37329.0,71882.0,55,266,95.0,141.0,163633.0,177055.0,61538.0,87954.0,20.5,PEuk2,0.6434373412439742,PEuk2
2929.0,7983.0,4406.0,7572.0,25,114,130.0,41.0,7761.0,5689.0,1996.0,2248.0,20.5,Syn,0.6789001150507257,Syn
1267110.0,1635340.0,1473760.0,1893630.0,4163,2529,1368.0,720.0,344825.0,344380.0,112052.0,112975.0,20.5,Nano1,0.999995762261239,Nano1
2760.0,13003.0,528.0,1733.0,1353,1740,1778.0,2372.0,4614.0,6135.0,1258.0,1656.0,20.5,Syn,0.7358075060580545,Syn
4675.0,14084.0,3560.0,10548.0,2563,3128,2919.0,3652.0,9393.0,11963.0,1027.0,1964.0,20.5,Syn,0.7670708852307901,Syn
47525.0,82634.0,10874.0,17338.0,2563,2896,5257.0,6173.0,14399.0,16757.0,7552.0,7293.0,20.6,Syn,0.7477414699216312,Syn
4384.0,11664.0,3189.0,8264.0,3040,3728,4376.0,5418.0,10832.0,13060.0,1234.0,4043.0,20.6,Syn,0.8078792752965873,Syn
38376.0,91057.0,5582.0,11738.0,122,185,84.0,76.0,45214.0,51070.0,34963.0,40191.0,20.6,Syn,0.5404979950989601,Syn
8538.0,24861.0,1874.0,4545.0,1393,1491,3277.0,3975.0,8749.0,10972.0,1895.0,4102.0,20.7,Syn,0.7597930351559502,Syn
1143.0,7372.0,446.0,2660.0,213,141,128.0,31.0,2740.0,6571.0,1267.0,2082.0,20.7,Syn,0.678157208052067,Syn
363.0,2656.0,331.0,1515.0,127,0,185.0,106.0,2519.0,4691.0,36227.0,98277.0,20.7,Syn,0.6868814858258453,Syn
739826.0,1055100.0,76403.0,123292.0,2277,2350,244.0,304.0,902044.0,814143.0,380605.0,373505.0,20.7,Nano1,0.9999999993911564,Nano1
79854.0,154074.0,10534.0,15691.0,444,268,0.0,32.0,72131.0,81811.0,42217.0,63621.0,20.8,PEuk1,0.5619043346854027,PEuk1
11756.0,18617.0,1201.0,2409.0,3031,3206,4091.0,4931.0,12815.0,14438.0,3355.0,3431.0,20.8,Syn,0.7889045224099809,Syn
7645.0,16013.0,1800.0,3387.0,1462,1612,1592.0,1805.0,5230.0,5886.0,1045.0,1174.0,20.8,Syn,0.7176751751390702,Syn
27964.0,41657.0,13735.0,25577.0,272,193,408.0,226.0,32964.0,38639.0,14729.0,32156.0,20.9,Syn,0.6286932010882981,Syn
8044.0,21360.0,2236.0,6292.0,3641,4509,5189.0,6391.0,13129.0,15856.0,2654.0,5303.0,20.9,Syn,0.8176746201862551,Syn
5033.0,7213.0,973.0,3446.0,1594,1962,2408.0,2819.0,4852.0,5896.0,1799.0,1330.0,21.0,Syn,0.7543672015839791,Syn
8732.0,12754.0,1119.0,3273.0,1990,2176,2850.0,3311.0,6959.0,8766.0,0.0,2319.0,21.0,Syn,0.7591232861238216,Syn
4347.0,19295.0,1220.0,3536.0,2422,3686,2604.0,4414.0,5676.0,9639.0,811.0,1976.0,21.0,Syn,0.778826276952627,Syn
5315.0,12296.0,660.0,1928.0,451,1318,421.0,1787.0,1088.0,4074.0,270.0,1193.0,21.0,Syn,0.7218172002242396,Syn
2793.0,11279.0,3295.0,7825.0,2281,3716,2569.0,3999.0,6447.0,10362.0,1436.0,1761.0,21.0,Syn,0.7787246607158599,Syn
202580.0,364571.0,10932.0,19581.0,124,328,76.0,65.0,232333.0,240160.0,86864.0,108864.0,21.1,PEuk2,0.9102540979438818,PEuk2
73142.0,146527.0,5134.0,10061.0,0,54,64.0,28.0,113488.0,120264.0,34134.0,48158.0,21.1,PEuk1,0.5677526822542828,PEuk1
60258.0,110945.0,35568.0,66064.0,2905,2991,5244.0,6148.0,12587.0,14924.0,3700.0,6637.0,21.2,Syn,0.7221170777249193,Syn
42730.0,64356.0,24289.0,44440.0,0,105,238.0,101.0,41840.0,48593.0,20382.0,34857.0,21.2,Syn,0.5912824520637614,Syn
8052.0,19751.0,1429.0,3401.0,5295,6105,6061.0,7008.0,13154.0,14792.0,2541.0,3279.0,21.2,Syn,0.8320437230342279,Syn
2020.0,9441.0,1599.0,4682.0,1812,2834,1792.0,3020.0,4135.0,6463.0,337.0,1362.0,21.2,Syn,0.7577046389446099,Syn
12384.0,27036.0,14946.0,31794.0,3325,4104,4385.0,5235.0,11109.0,12547.0,1541.0,3933.0,21.2,Syn,0.7928270730753556,Syn
85074.0,162913.0,6304.0,12074.0,675,587,200.0,148.0,54801.0,61665.0,41287.0,48638.0,21.2,PEuk1,0.5625306744478757,PEuk1
3202.0,10842.0,0.0,883.0,3548,4411,3974.0,4722.0,9792.0,11771.0,59.0,1055.0,21.3,Syn,0.7942114787709886,Syn
17382.0,25626.0,3879.0,7539.0,2718,3040,4151.0,5016.0,11717.0,14494.0,2038.0,3229.0,21.3,Syn,0.7840163984292922,Syn
5015.0,16197.0,1162.0,2901.0,1055,1091,2297.0,2771.0,6099.0,7070.0,1485.0,2711.0,21.3,Syn,0.7410656634976512,Syn
3475.0,17394.0,2315.0,7405.0,164,30,207.0,158.0,19359.0,33586.0,9665.0,13606.0,21.3,Syn,0.6591567850976191,Syn
2093.0,13910.0,1800.0,6768.0,177,78,181.0,109.0,20723.0,37489.0,7514.0,15152.0,21.3,Syn,0.6611530527243556,Syn
860.0,3841.0,3417.0,11201.0,76,0,267.0,232.0,24606.0,37578.0,11772.0,18352.0,21.3,Syn,0.6794045025264001,Syn
1805.0,6697.0,5637.0,13903.0,146,34,272.0,178.0,24510.0,32087.0,17551.0,26396.0,21.3,Syn,0.6765047249425268,Syn
1014.0,3135.0,4734.0,11559.0,73,53,257.0,138.0,34259.0,38393.0,26745.0,34708.0,21.3,Syn,0.6775700644491365,Syn
4975880.0,1594920.0,6857810.0,2567900.0,19545,4132,5228.0,1311.0,9460080.0,2117370.0,7776030.0,1575350.0,21.3,Nano2,1.0,Nano2
22748.0,41240.0,1350.0,3258.0,5440,6959,6870.0,8331.0,19283.0,23129.0,1734.0,5849.0,21.4,Syn,0.8361008386539779,Syn
5200.0,15879.0,1234.0,5709.0,1454,1842,2457.0,3081.0,7230.0,8778.0,725.0,2208.0,21.5,Syn,0.7499951972215864,Syn
36616.0,77320.0,30664.0,53774.0,1617,1988,4818.0,5328.0,12725.0,13901.0,3879.0,5498.0,21.5,Syn,0.739597129336733,Syn
5106.0,12050.0,707.0,2079.0,2388,2805,3247.0,4149.0,8936.0,10445.0,2810.0,2690.0,21.5,Syn,0.7792611148759934,Syn
5742.0,9819.0,1371.0,2877.0,46,62,0.0,0.0,7688.0,5015.0,29140.0,15783.0,21.6,Syn,0.6744016180575361,Syn
2498.0,9415.0,240.0,1615.0,139,30,99.0,0.0,4456.0,7960.0,16373.0,21000.0,21.6,Syn,0.6736089001212254,Syn
1387.0,5413.0,2669.0,9579.0,133,121,103.0,31.0,35911.0,57497.0,24898.0,36095.0,21.6,Syn,0.6642701945272733,Syn
11467.0,14977.0,12560.0,11232.0,0,107,2.0,46.0,168426.0,68257.0,169772.0,66988.0,21.6,Syn,0.6476377692772296,Syn
2742.0,10285.0,2748.0,7792.0,152,209,158.0,56.0,56346.0,64425.0,85829.0,105965.0,21.6,Syn,0.6554035363070678,Syn
1000.0,5971.0,1740.0,6679.0,155,121,98.0,0.0,40450.0,72937.0,139528.0,339539.0,21.6,Syn,0.6564080565931079,Syn
5817520.0,1025720.0,9896750.0,4562140.0,36558,3916,8853.0,1011.0,13642900.0,2993440.0,9827430.0,2366200.0,21.6,Nano2,1.0,Nano2
8096.0,28059.0,1390.0,4287.0,5390,6594,6118.0,7339.0,15104.0,18296.0,790.0,3536.0,21.6,Syn,0.8305552171184368,Syn
8569.0,14626.0,1865.0,5023.0,2127,2522,3048.0,3556.0,7946.0,9526.0,1460.0,1671.0,21.6,Syn,0.7632678273981961,Syn
41399.0,92162.0,4965.0,10248.0,118,141,0.0,63.0,25883.0,27810.0,15946.0,24355.0,21.6,Syn,0.5472106943281665,Syn
22289.0,47906.0,1158.0,2630.0,491,299,310.0,149.0,27514.0,32545.0,10483.0,21659.0,21.6,Syn,0.614409300588458,Syn
3638.0,11176.0,674.0,1590.0,118,54,280.0,169.0,1327.0,4770.0,9691.0,18540.0,21.6,Syn,0.6771543805849451,Syn
52879.0,113295.0,8699.0,15802.0,148,164,244.0,180.0,68968.0,73093.0,18913.0,29267.0,21.6,Syn,0.5004768766026082,Syn
1779.0,8200.0,557.0,2258.0,155,115,79.0,0.0,2478.0,4403.0,614.0,1206.0,21.6,Syn,0.6767839088794604,Syn
1320.0,7194.0,0.0,614.0,113,9,29.0,0.0,1816.0,5293.0,12317.0,31566.0,21.6,Syn,0.6773547810231698,Syn
312806.0,502639.0,32362.0,56881.0,886,972,0.0,0.0,390664.0,382648.0,133541.0,151444.0,21.6,PEuk2,0.9271705606271993,PEuk2
5080.0,11162.0,607.0,2223.0,154,113,218.0,167.0,12606.0,10968.0,3593.0,3470.0,21.7,Syn,0.6751562700000505,Syn
1193.0,5644.0,135.0,1034.0,130,8,121.0,27.0,137.0,6164.0,7753.0,20232.0,21.7,Syn,0.6800167111424834,Syn
485968.0,745906.0,71159.0,118877.0,1638,1794,146.0,115.0,760608.0,740839.0,256766.0,281384.0,21.7,Nano1,0.9999934060349934,Nano1
22146.0,52379.0,2624.0,7475.0,227,102,62.0,15.0,35815.0,37416.0,20435.0,28337.0,21.7,Syn,0.6025043837719886,Syn
